"osm_id";"amenity";"nome";"x";"y"
1853454130;school;;8.7740734;38.9675502
1838713300;school;;9.0012174;39.0032924
7046501591;school;Istituzione Paritaria Scuole Boccaccio;8.5349855;39.3109433
2013680932;school;Scuole Elementari;8.6660333;39.3024095
2014118100;school;Scuole Medie Comunali;8.6649094;39.3047315
1417196553;school;Scuola secondaria di primo grado;8.9947182;39.0350599
4223206789;school;;8.9716057;39.1790461
4482283316;school;Scuola Elementare Garibaldi;8.9574623;39.2890482
4482283317;school;Scuola Media Ennio Porrino;8.9576438;39.2916941
3780627190;school;Scuola Elementare;9.0000853;39.2842762
5751134873;school;Baby School 100;9.0500512;39.263873
5751128298;school;I Speak English;9.0502474;39.2641862
4748688922;school;Convitto Nazionale Vittorio Emanuele II;9.1156006;39.2157695
1165439770;school;SMS Alfieri;9.1269874;39.2132055
994731154;school;;9.1320573;39.2190117
2337549862;school;;9.1391312;39.2576789
1996980169;school;;9.0131507;39.3605731
1581521290;school;Liceo Classico - Delle Scienze Sociali B. R. Motzo;9.1803518;39.2386618
1583923042;school;Scuola Media n°5 Lao Silesu;9.1850007;39.2319197
460019077;school;;9.1879693;39.2349573
1583923057;school;Scuola Media n°5 Lao Silesu;9.1911697;39.2338394
265659727;school;Terzo Circolo didattico;9.1961017;39.2360318
1583923038;school;;9.1978753;39.2361496
2367575702;school;;9.2147895;39.2401044
765901932;school;IIS G.Brotzu - P.Levi - M.Giua;9.2132336;39.240501
2337549859;school;Scuola dei Salesiani;9.1440853;39.2529435
875747125;school;Liceo scientifico Pitagora;9.1605716;39.2472368
5333158661;school;;9.1592372;39.2525341
860469528;school;Scuola elementare Santa Lucia;9.1595101;39.2528698
1852064744;school;Istituto Tecnico Geometri;9.1623462;39.2518759
867589414;school;Scuola media inferiore Dante Alighieri;9.1622676;39.2522751
860469845;school;Asilo nido;9.1591831;39.2592909
869423135;school;Scuola materna Maria Vergine Assunta;9.1692748;39.2536628
869423047;school;Via Roma Scuola Elementare;9.1680441;39.2560278
867589390;school;Scuola elementare Via Rossini;9.1669776;39.26143
867589392;school;Asilo;9.167632;39.2617706
867589389;school;Scuola media inferiore;9.1655721;39.2634735
1986470685;school;Scuola Primaria Manzoni;9.2280123;39.2808395
7319959767;school;Scuola Elementare;9.2830782;39.2187014
4512454361;school;Ludoteca Comunale;9.3600235;39.3439329
2314314001;school;Istituto d'istruzione superiore Alberghiero;8.31613;40.5558842
4473484692;school;Istituto d'Istruzione Superiore G. Manno;8.314503;40.5567524
1163328174;school;Scuola Elementare II Circolo Maria Immacolata;8.3185021;40.5556731
1163328172;school;Convitto maschile annesso I.P.A.S.;8.3207927;40.5561011
2314320417;school;Liceo Scientifico Enrico Fermi;8.3285942;40.5620465
2314320419;school;Scuola Media n.2;8.330107;40.5628697
1995120841;school;Scuola Materna;8.6051198;39.5259751
2219334690;school;;8.9229786;39.419699
2603347378;school;Scuola Elementare;9.0160526;39.4394814
2603347387;school;Scuola Media - Scuola secondaria di I grado;9.0164904;39.4391804
2030489960;school;Scuola Media Vittorio Angius;8.9734756;39.4909296
2494871232;school;;8.5831437;39.7748743
2494871233;school;;8.5834021;39.7755893
3275249487;school;Istituto Comprensivo Oristano n. 3;8.5969242;39.8969152
6358543649;school;Istituto Comprensivo Marrubiu;8.6370485;39.751317
6358673230;school;Istituto Comprensivo Cabras;8.5378714;39.9278429
6358497604;school;Istituto Comprensivo Samugheo;8.9452041;39.9544183
4274294886;school;Scuola Media E.Zuddas;9.1603621;39.3753353
